Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	granulatus	SCHNEIDER	1799	E: Little filesnake, Marine File Snake, Wart SnakeG: Warzenschlange, Sdostasiatische Warzenschlange	Myanmar
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	granulatus	SCHNEIDER	1799	E: Little filesnake, Marine File Snake, Wart SnakeG: Warzenschlange, Sdostasiatische Warzenschlange	Malaysia
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	granulatus	SCHNEIDER	1799	E: Little filesnake, Marine File Snake, Wart SnakeG: Warzenschlange, Sdostasiatische Warzenschlange	Australia
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	granulatus	SCHNEIDER	1799	E: Little filesnake, Marine File Snake, Wart SnakeG: Warzenschlange, Sdostasiatische Warzenschlange	Sri Lanka
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	granulatus	SCHNEIDER	1799	E: Little filesnake, Marine File Snake, Wart SnakeG: Warzenschlange, Sdostasiatische Warzenschlange	Cambodia
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	granulatus	SCHNEIDER	1799	E: Little filesnake, Marine File Snake, Wart SnakeG: Warzenschlange, Sdostasiatische Warzenschlange	Guinea
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	granulatus	SCHNEIDER	1799	E: Little filesnake, Marine File Snake, Wart SnakeG: Warzenschlange, Sdostasiatische Warzenschlange	Papua New Guinea
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	granulatus	SCHNEIDER	1799	E: Little filesnake, Marine File Snake, Wart SnakeG: Warzenschlange, Sdostasiatische Warzenschlange	Singapore
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	granulatus	SCHNEIDER	1799	E: Little filesnake, Marine File Snake, Wart SnakeG: Warzenschlange, Sdostasiatische Warzenschlange	Solomon Islands
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	javanicus	HORNSTEDT	1787	E: Javan File Snake, Elephant Trunk SnakeG: Java-Warzenschlange	Indonesia
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	javanicus	HORNSTEDT	1787	E: Javan File Snake, Elephant Trunk SnakeG: Java-Warzenschlange	Vietnam
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	javanicus	HORNSTEDT	1787	E: Javan File Snake, Elephant Trunk SnakeG: Java-Warzenschlange	Thailand
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	javanicus	HORNSTEDT	1787	E: Javan File Snake, Elephant Trunk SnakeG: Java-Warzenschlange	Malaysia
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	javanicus	HORNSTEDT	1787	E: Javan File Snake, Elephant Trunk SnakeG: Java-Warzenschlange	Cambodia
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	javanicus	HORNSTEDT	1787	E: Javan File Snake, Elephant Trunk SnakeG: Java-Warzenschlange	Guinea
Acrochordidae, Caenophidia, Serpentes (snakes)	Acrochordus	javanicus	HORNSTEDT	1787	E: Javan File Snake, Elephant Trunk SnakeG: Java-Warzenschlange	Singapore
Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Acutotyphlops	infralabialis	WAITE	1918	Red Blind Snake	Guinea
Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Acutotyphlops	infralabialis	WAITE	1918	Red Blind Snake	Papua New Guinea
Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Acutotyphlops	infralabialis	WAITE	1918	Red Blind Snake	Georgia
Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Acutotyphlops	infralabialis	WAITE	1918	Red Blind Snake	Solomon Islands
Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Acutotyphlops	kunuaensis	WALLACH	1995	Kunua Blind Snake	Guinea
Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Acutotyphlops	kunuaensis	WALLACH	1995	Kunua Blind Snake	Papua New Guinea
Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Acutotyphlops	kunuaensis	WALLACH	1995	Kunua Blind Snake	Solomon Islands
Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Acutotyphlops	solomonis	PARKER	1939		Guinea
Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Acutotyphlops	solomonis	PARKER	1939		Papua New Guinea
Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Acutotyphlops	solomonis	PARKER	1939		Solomon Islands
Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Acutotyphlops	subocularis	WAITE	1897	Bismarck sharp-nosed blindsnake	Ireland
Natricidae, Colubroidea, Serpentes (snakes)	Adelophis	copei	DUGS	1879	Cope's Mountain Meadow Snake	Mexico
Natricidae, Colubroidea, Serpentes (snakes)	Adelophis	foxi	ROSSMAN & BLANEY	1968	Fox's Mountain Meadow Snake	Mexico
Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	daryi	CAMPBELL & FORD	1982	Dary's Burrowing Snake	Guatemala
Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	ibarrorum	CAMPBELL & BRODIE	1988		Guatemala
Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	latifasciatum	LYNCH & SMITH	1966	Oaxacan Burrowing Snake	Mexico
Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	nigrilatum	SMITH	1942	Burrowing Snake	Mexico
Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	quadrivirgatum	JAN	1862	Middle American Burrowing Snake	Mexico
Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	quadrivirgatum	JAN	1862	Middle American Burrowing Snake	Guatemala
Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	quadrivirgatum	JAN	1862	Middle American Burrowing Snake	Honduras
Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	quadrivirgatum	JAN	1862	Middle American Burrowing Snake	Nicaragua
Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	quadrivirgatum	JAN	1862	Middle American Burrowing Snake	Belize
Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	veraepacis	STUART	1941	Stuart's Burrowing Snake	Mexico
Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	veraepacis	STUART	1941	Stuart's Burrowing Snake	Guatemala
Viperidae, Viperinae, Serpentes (snakes)	Atheris	barbouri	LOVERIDGE	1930	Uzungwe Mountain Bush Viper	Tanzania
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Aeluroglena	cucullata	BOULENGER	1898	Somali Snake	Ethiopia
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Aeluroglena	cucullata	BOULENGER	1898	Somali Snake	Somalia
Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Nigeria
Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Ghana
Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Cameroon
Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Ivory Coast
Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Niger
Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Burkina Faso
Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Senegal
Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Guinea
Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Benin
Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Togo
Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Sierra Leone
Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Liberia
Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	bilineatus	GNTHER	1863	E: Cantil, Mexican MoccasinG: Mexikanische Mokassinschlange	Mexico
Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	bilineatus	GNTHER	1863	E: Cantil, Mexican MoccasinG: Mexikanische Mokassinschlange	Guatemala
Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	bilineatus	GNTHER	1863	E: Cantil, Mexican MoccasinG: Mexikanische Mokassinschlange	Honduras
Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	bilineatus	GNTHER	1863	E: Cantil, Mexican MoccasinG: Mexikanische Mokassinschlange	El Salvador
Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	India
Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	USA
Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	Mexico
Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	Georgia
Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	Jersey
Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	piscivorus	LACPDE	1789	E: conanti: Florida Cottonmouthpiscivorus: Eastern Cottonmouthleucostoma: Western CottonmouthG: Wasser-Mokassinotter	India
Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	piscivorus	LACPDE	1789	E: conanti: Florida Cottonmouthpiscivorus: Eastern Cottonmouthleucostoma: Western CottonmouthG: Wasser-Mokassinotter	USA
Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	piscivorus	LACPDE	1789	E: conanti: Florida Cottonmouthpiscivorus: Eastern Cottonmouthleucostoma: Western CottonmouthG: Wasser-Mokassinotter	Georgia
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	dispar	GNTHER	1864	Indian Bronzeback, Gnther's Vine Snake	India
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Indonesia
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Thailand
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Malaysia
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Singapore
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Brunei
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fronticincta	GNTHER	1858	Gnther's Whipsnake, Burmese Vine Snake	Myanmar
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Indonesia
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Thailand
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Malaysia
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Laos
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Singapore
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	India
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Bangladesh
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Vietnam
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Thailand
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Myanmar
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Nepal
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Sri Lanka
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Cambodia
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	perroteti	DUMRIL & BIBRON	1854	Western Ghats Bronzeback	India
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	China
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	India
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Indonesia
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Bangladesh
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Vietnam
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Thailand
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Myanmar
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Malaysia
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Cambodia
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Hong Kong
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Laos
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Singapore
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Bhutan
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Brunei
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	pulverulenta	DUMRIL & BIBRON	1854	Brown-speckled Whipsnake	India
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	pulverulenta	DUMRIL & BIBRON	1854	Brown-speckled Whipsnake	Bangladesh
Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	pulverulenta	DUMRIL & BIBRON	1854	Brown-speckled Whipsnake	Sri Lanka
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	apraefrontalis	SMITH	1926	E: Short-nosed Seasnake, Sahul Reef SnakeG: Riff Seeschlange	Australia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	duboisii	BAVAY	1869	Reef shallows seasnake	Indonesia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	duboisii	BAVAY	1869	Reef shallows seasnake	Australia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	duboisii	BAVAY	1869	Reef shallows seasnake	New Caledonia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	eydouxii	GRAY	1849	Spine-tailed seasnake	China
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	eydouxii	GRAY	1849	Spine-tailed seasnake	India
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	eydouxii	GRAY	1849	Spine-tailed seasnake	Indonesia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	eydouxii	GRAY	1849	Spine-tailed seasnake	Vietnam
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	eydouxii	GRAY	1849	Spine-tailed seasnake	Thailand
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	eydouxii	GRAY	1849	Spine-tailed seasnake	Malaysia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	eydouxii	GRAY	1849	Spine-tailed seasnake	Australia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	eydouxii	GRAY	1849	Spine-tailed seasnake	Cambodia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	eydouxii	GRAY	1849	Spine-tailed seasnake	Guinea
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	eydouxii	GRAY	1849	Spine-tailed seasnake	Singapore
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	foliosquama	SMITH	1926	Leaf-scaled Seasnake	Australia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	fuscus	TSCHUDI	1837	E: Dusky Seasnake, Timor Reef SnakeG: Riff Seeschlange	Indonesia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	fuscus	TSCHUDI	1837	E: Dusky Seasnake, Timor Reef SnakeG: Riff Seeschlange	Australia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	fuscus	TSCHUDI	1837	E: Dusky Seasnake, Timor Reef SnakeG: Riff Seeschlange	Guinea
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	laevis	LACPDE	1804	Olive-brown seasnakepooleorum: Shark Bay Seasnake	Indonesia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	laevis	LACPDE	1804	Olive-brown seasnakepooleorum: Shark Bay Seasnake	Australia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	laevis	LACPDE	1804	Olive-brown seasnakepooleorum: Shark Bay Seasnake	Guinea
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	laevis	LACPDE	1804	Olive-brown seasnakepooleorum: Shark Bay Seasnake	New Caledonia
Elapidae (Hydrophiinae), Serpentes (snakes)	Aipysurus	tenuis	LNNBERG & ANDERSSON	1913	Arafura Sea Snake	Australia
Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Alluaudina	bellyi	MOCQUARD	1894		Madagascar
