Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Cameroon
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Ivory Coast
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Niger
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Burkina Faso
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Senegal
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Guinea
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Benin
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Togo
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Sierra Leone
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Liberia
Agkistrodon bilineatus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	bilineatus	GNTHER	1863	E: Cantil, Mexican MoccasinG: Mexikanische Mokassinschlange	Mexico
Agkistrodon bilineatus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	bilineatus	GNTHER	1863	E: Cantil, Mexican MoccasinG: Mexikanische Mokassinschlange	Guatemala
Agkistrodon bilineatus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	bilineatus	GNTHER	1863	E: Cantil, Mexican MoccasinG: Mexikanische Mokassinschlange	Honduras
Agkistrodon bilineatus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	bilineatus	GNTHER	1863	E: Cantil, Mexican MoccasinG: Mexikanische Mokassinschlange	El Salvador
Agkistrodon contortrix	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	India
Agkistrodon contortrix	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	USA
Agkistrodon contortrix	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	Mexico
Agkistrodon contortrix	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	Georgia
Agkistrodon contortrix	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	Jersey
Agkistrodon piscivorus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	piscivorus	LACPDE	1789	E: conanti: Florida Cottonmouthpiscivorus: Eastern Cottonmouthleucostoma: Western CottonmouthG: Wasser-Mokassinotter	India
Agkistrodon piscivorus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	piscivorus	LACPDE	1789	E: conanti: Florida Cottonmouthpiscivorus: Eastern Cottonmouthleucostoma: Western CottonmouthG: Wasser-Mokassinotter	USA
Agkistrodon piscivorus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	piscivorus	LACPDE	1789	E: conanti: Florida Cottonmouthpiscivorus: Eastern Cottonmouthleucostoma: Western CottonmouthG: Wasser-Mokassinotter	Georgia
Ahaetulla dispar	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	dispar	GNTHER	1864	Indian Bronzeback, Gnther's Vine Snake	India
Ahaetulla fasciolata	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Indonesia
Ahaetulla fasciolata	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Thailand
Ahaetulla fasciolata	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Malaysia
Ahaetulla fasciolata	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Singapore
Ahaetulla fasciolata	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Brunei
Ahaetulla fronticincta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fronticincta	GNTHER	1858	Gnther's Whipsnake, Burmese Vine Snake	Myanmar
Ahaetulla mycterizans	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Indonesia
Ahaetulla mycterizans	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Thailand
Ahaetulla mycterizans	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Malaysia
Ahaetulla mycterizans	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Laos
Ahaetulla mycterizans	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Singapore
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	India
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Bangladesh
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Vietnam
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Thailand
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Myanmar
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Nepal
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Sri Lanka
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Cambodia
Ahaetulla perroteti	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	perroteti	DUMRIL & BIBRON	1854	Western Ghats Bronzeback	India
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	China
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	India
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Indonesia
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Bangladesh
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Vietnam
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Thailand
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Myanmar
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Malaysia
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Cambodia
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Hong Kong
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Laos
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Singapore
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Bhutan
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Brunei
Ahaetulla pulverulenta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	pulverulenta	DUMRIL & BIBRON	1854	Brown-speckled Whipsnake	India
Ahaetulla pulverulenta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	pulverulenta	DUMRIL & BIBRON	1854	Brown-speckled Whipsnake	Bangladesh
